2017 NAICS Code	Establishment age code	Year	Number of firms	Number of establishments	Number of employees	Number of establishments born during the last 12 months	Number of establishments exited during the last 12 months	id	Rowguid
31-33	110	2012	36753	40606	1980295	460	2028	0100000US	C32295C7-05F1-5FC1-00F7-D128B3A86160
311211	150	2012	41125	47856	3603089	345	1939	0100000US	1C7CC897-8610-7E3D-9298-EADA34876309
31-33	1	2013	235157	275190	11214938	16866	19150	0100000US	321C5687-06D8-440B-5F1B-4532F2260D47
31-33	10	2013	12524	12954	155428	12954	0	0100000US	3418A35A-24F9-94EC-0C22-A4416EBD8D07
321920	20	2013	10359	10728	152510	0	2475	0100000US	D413D1FD-9DD5-976F-4E1B-6D07E34915DE
31-33	30	2013	8980	9410	162038	288	1347	0100000US	28338F71-9C23-089E-7ACB-E3BC30796C3D
324121	40	2013	7324	7825	157546	205	987	0100000US	263E6708-9B37-A2FB-94DA-029D1B9747C0
31-33	50	2013	7235	7797	176376	214	888	0100000US	30FCBC49-2C4E-5856-8CCB-70A026229848
311520	60	2013	7853	8285	175559	245	848	0100000US	96072CD3-6DE3-6C7F-6ED4-90C5BEFD24D1
31-33	70	2013	35483	38540	987312	878	3191	0100000US	BF02EC7D-549D-309C-19D0-C8A2E749301A
315220	80	2013	29226	32437	1192153	585	2168	0100000US	3F3EEDF0-99A3-5FDA-6AEE-12B0BF1E0AD4
31-33	90	2013	28029	30057	1127842	427	1807	0100000US	2731C22B-3008-42C6-2370-F1CCC1668EDB
31-33	100	2013	24930	27078	1188510	348	1470	0100000US	DAF08606-7637-9B58-5BE8-460D60031F9D
315240	110	2013	39654	44034	2196886	425	2036	0100000US	6830B252-90BF-8E59-89C0-21D272D52D82
316998	150	2013	39554	46045	3542778	297	1933	0100000US	5DB4000C-6D93-14CA-4D3E-8E86693C52CA
327320	1	2014	235435	275989	11347152	17551	18060	0100000US	03E3E740-7B51-9B43-5146-BCD5989A8270
327320	10	2014	12953	13676	187318	13676	0	0100000US	907425AC-8879-0565-2EE3-E04AE13A7595
31-33	20	2014	10208	10592	157356	0	2273	0100000US	43F9E499-A286-92AF-0F6B-E8B5104C893B
31-33	30	2014	9289	9640	160403	263	1392	0100000US	3932C095-139B-7B86-48AD-32A6E568620C
326291	40	2014	8249	8653	160338	246	1067	0100000US	571D09AF-03B8-1073-7DF4-6E1E72042D10
31-33	50	2014	6844	7322	162514	191	761	0100000US	AE2B4454-6577-1468-3D98-5F3A692E59D9
