2017 NAICS Code	Establishment age code	Year	Number of firms	Number of establishments	Number of employees	Number of establishments born during the last 12 months	Number of establishments exited during the last 12 months	id	Rowguid
31-33	30	2014	9289	9640	160403	263	1392	0100000US	E3B20ABB-39BB-2012-5CBF-29F1BFC8306C
31-33	40	2014	8249	8653	160338	246	1067	0100000US	CAF1EC84-0BE2-2485-A24C-9617E5B775E2
315240	50	2014	6844	7322	162514	191	761	0100000US	CDA9187C-627A-4FBA-5C07-CF42E8E15E24
316998	60	2014	6832	7353	179410	182	694	0100000US	53C488A5-2A0B-2B09-23D5-37DA8A87A48F
327320	70	2014	35592	38622	962049	929	3054	0100000US	5552E2F3-6BCE-4A12-5FA2-B8B73BFC2655
327320	80	2014	28098	31105	1138957	514	1839	0100000US	856C365C-5E71-A0C6-3E08-0C262CF33012
31-33	90	2014	28208	30443	1165135	457	1652	0100000US	36E1A6B7-5D5B-1C25-7631-7EDF941A616B
31-33	100	2014	24161	26007	1115396	345	1291	0100000US	F5E2BE39-4D13-6462-346C-40021B206217
326291	110	2014	42836	47924	2461833	455	2280	0100000US	EB34B514-8B37-858D-2752-1437FF7D81A7
31-33	150	2014	38323	44652	3496443	293	1757	0100000US	6E1FABBD-3AD7-998B-4C02-277D3F2037CD
331420	1	2015	234928	276196	11539467	18086	17973	0100000US	1BFA64DE-8C74-9E96-4545-E1AAC2B71E2B
31-33	10	2015	13515	14316	183098	14316	0	0100000US	658E2431-0592-3739-1A74-A18C43553229
31-33	20	2015	10786	11448	190901	0	2289	0100000US	12D0627E-138D-3B57-1255-6CDC722B822E
311211	30	2015	9184	9531	158170	291	1386	0100000US	856934AA-9E68-12BF-3D00-D2ECC20F69D0
31-33	40	2015	8529	8847	165523	244	1058	0100000US	1FDD2764-01E1-A3F7-95A4-FCC0AE8429F5
31-33	50	2015	7632	8007	162024	201	893	0100000US	450506D1-82E4-4512-1C57-D5443F80970D
321920	60	2015	6326	6772	160216	159	706	0100000US	F4303FC0-7B29-7234-61C4-AA23031A53A9
31-33	70	2015	34214	37289	960858	847	2817	0100000US	EBD90C62-7F20-449C-6F91-423343FD1716
324121	80	2015	27602	30510	1105039	491	1820	0100000US	28B96827-28A6-74AA-565C-23A5F9F9A706
31-33	90	2015	27304	29725	1154712	439	1572	0100000US	6AF43BCD-4970-2E29-4A07-CB9EB4C929B3
311520	100	2015	23296	25074	1103572	322	1378	0100000US	D404EA8B-22CE-9D84-3E14-2069D6568F41
31-33	110	2015	45778	51439	2709822	519	2395	0100000US	3DABD0EE-83C4-9D54-70AE-77D562860BAA
315220	150	2015	37016	43238	3485532	257	1659	0100000US	396BBDD2-542B-18B4-A314-25AE5C924AB8
31-33	1	2016	234204	276174	11536552	18019	18063	0100000US	642822FF-255E-91C0-2EFE-A76D248974F2
31-33	10	2016	13663	14514	162719	14514	0	0100000US	090B0061-8636-5896-6939-9527140D1821
315240	20	2016	11279	12005	180380	0	2273	0100000US	90B73520-59D0-8178-0C37-9A2E74E70214
316998	30	2016	9811	10436	189491	286	1348	0100000US	8C1ABF54-4158-3D72-7705-4A1BC24A0167
327320	40	2016	8367	8688	156891	212	1106	0100000US	3164296C-9203-042A-97BA-69F1E9B88B44
327320	50	2016	7898	8198	163801	219	906	0100000US	B9C8A64C-A231-8E4A-24F0-177B84EF4EAF
31-33	60	2016	7155	7505	162524	203	706	0100000US	0CF1B4C7-7E1E-56D0-8E67-315AFE3243E0
31-33	70	2016	32053	35039	901831	696	2838	0100000US	A4E0245C-073D-513A-A386-57B291C38248
326291	80	2016	27458	30161	1060197	478	1884	0100000US	C8BA5191-1C0F-38BA-A71E-260B2D00897F
31-33	90	2016	26031	28652	1156302	354	1567	0100000US	BB190CEA-2472-54B8-9A2D-F99718524A0B
331420	100	2016	23050	24821	1082980	309	1274	0100000US	CF664D3E-4B78-028A-47C3-B97ACF5324AF
31-33	110	2016	48123	54330	2879793	501	2540	0100000US	A7D9D048-8058-17A6-2118-99A4F4187B78
31-33	150	2016	35691	41825	3439643	247	1621	0100000US	EDDD1F52-1BC4-3AAE-0A0A-429861143A69
311211	1	2017	232123	274795	11668574	17643	19320	0100000US	01EAAE88-568C-9AA1-4A3E-6F45A4FE4D5E
31-33	10	2017	13603	14338	187380	14338	0	0100000US	486D5635-16B9-5804-9A8C-65C288B01102
31-33	20	2017	11338	12124	166160	0	2385	0100000US	0670420C-244C-268C-0E57-C5F97B629D98
321920	30	2017	10138	10825	189097	275	1472	0100000US	32119C9E-9D63-8DAD-334C-14C18CC068DB
31-33	40	2017	8931	9490	191357	228	1171	0100000US	6CCEBE64-04D3-8C96-384A-A355223205FC
324121	50	2017	7738	8045	157918	217	858	0100000US	D3517338-68CC-161F-9EAD-45E154DF04BE
31-33	60	2017	7317	7591	162301	184	837	0100000US	61E53FCC-32F4-7E59-3EC8-7572FAFD8042
311520	70	2017	29660	32306	849733	608	2741	0100000US	C547D602-808E-6719-085A-88FD96C93C8F
31-33	80	2017	28445	31249	1059724	481	2137	0100000US	8BC788D7-0504-0F94-167B-0D1061E49984
315220	90	2017	24545	27329	1161289	353	1634	0100000US	07F3B289-4CEC-0CA5-67DF-76B6DC038ED4
31-33	100	2017	22759	24546	1092244	253	1420	0100000US	CDEF6FB5-6E50-86F3-945B-CCABF92A37FB
31-33	110	2017	49925	56695	3057571	471	2893	0100000US	EB7F87D5-6B12-4CCF-42FE-823E6A8F6E62
315240	150	2017	34196	40257	3393800	235	1772	0100000US	B9C5F10D-3637-9157-8ACB-88C7567E5E52
316998	1	2018	230134	273966	11859412	17762	18321	0100000US	ED3A789E-1B9F-3D0A-3BAB-BB038D34A7BC
327320	10	2018	12376	14215	210330	14215	0	0100000US	C218C1F1-1C9A-75E4-4B1E-BDDD13186459
327320	20	2018	11115	11802	189128	0	2509	0100000US	8B43275B-27BF-194F-5CC9-0BC6D1B82B4F
31-33	30	2018	10207	10919	171462	306	1460	0100000US	57D744B4-3B40-9F91-9F70-358B92F371AA
31-33	40	2018	9280	9932	190102	257	1120	0100000US	57AAAF17-0333-1435-66C3-6ACE4BA835EC
326291	50	2018	8266	8801	194444	209	885	0100000US	C863AEA8-97D0-9419-3440-C474DA293138
31-33	60	2018	7195	7480	158451	177	730	0100000US	8248579F-3E02-7504-77F5-C719883EA668
331420	70	2018	28905	31363	835934	661	2526	0100000US	08A96472-08BB-40C8-A2A9-E3CDFB9B184A
31-33	80	2018	27801	30472	990961	471	1853	0100000US	D959C847-7CCE-6C7F-5A5D-07B1865DA193
315240	90	2018	23711	26581	1160996	375	1462	0100000US	2F43EE59-3994-10B9-8726-4B17ADE80A5F
316998	100	2018	22776	24617	1110066	327	1381	0100000US	58CD47CF-93EE-6E4B-2E84-DC3A508C6066
327320	110	2018	51743	58881	3261014	515	2827	0100000US	872B6FEF-1263-13B2-8043-E1331B99A6FD
327320	150	2018	32995	38903	3386524	249	1568	0100000US	53DF1128-75DC-50DC-035D-20C2FFDD707B
31-33	30	1978	0	0	0	0	0	0100000US	58E9CC29-7221-9418-7771-411F6FD43D32
31-33	40	1978	0	0	0	0	0	0100000US	9DDA5508-3749-94DE-454F-8575FED175A7
311211	50	1978	0	0	0	0	0	0100000US	D9B2612A-890F-01A1-7D67-DF343F049B2A
31-33	60	1978	0	0	0	0	0	0100000US	3B44458D-6C89-392F-134B-408CCBE7622E
31-33	70	1978	0	0	0	0	0	0100000US	79352AFC-4CD5-2DD2-747B-18B1BE2BA6EF
321920	80	1978	0	0	0	0	0	0100000US	C3DF2BC6-9A03-0700-4A21-BA633C939C93
31-33	90	1978	0	0	0	0	0	0100000US	8657FD96-12B3-28A3-33CC-F553B4CE889D
324121	100	1978	0	0	0	0	0	0100000US	E125E7F9-3F3F-1FE2-55C6-341BEDAE2729
31-33	110	1978	0	0	0	0	0	0100000US	276265CC-2196-8106-17D0-29CD32FF46ED
311520	40	1979	0	0	0	0	0	0100000US	12F1A4E0-4C1D-2DA8-06E8-78DB203A6828
31-33	50	1979	0	0	0	0	0	0100000US	8F61E2F3-312F-51B0-0F3D-AD1A27FB3F31
315220	60	1979	0	0	0	0	0	0100000US	39165B9A-338D-3982-71C2-D1CEA449A3C0
31-33	70	1979	0	0	0	0	0	0100000US	8481382E-2302-9151-3D03-E6DA24405ECA
31-33	80	1979	0	0	0	0	0	0100000US	60ADADA8-87EB-7CA7-15A9-789149C57FDF
315240	90	1979	0	0	0	0	0	0100000US	CBA286BA-311A-27F0-5A98-F130F1DB2D3E
316998	100	1979	0	0	0	0	0	0100000US	1BE20A1A-3A74-A1D4-4A84-AFD9887739D4
327320	110	1979	0	0	0	0	0	0100000US	C8A1948B-1117-0866-90C0-CB7D30B92EDE
327320	50	1980	0	0	0	0	0	0100000US	81B57B2C-54A6-2EE9-6B55-BCFF4A9630C8
31-33	60	1980	0	0	0	0	0	0100000US	DA236069-9808-740C-6909-0356003114EE
31-33	70	1980	0	0	0	0	0	0100000US	5CB2EEDC-17E1-3FCD-413F-40C2059239B1
326291	80	1980	0	0	0	0	0	0100000US	87E11E77-2814-0FDD-0074-98ADF53B44AE
31-33	90	1980	0	0	0	0	0	0100000US	3C458C89-1E13-164C-9423-AFB57F8AA42D
331420	100	1980	0	0	0	0	0	0100000US	0A006E15-819E-54E2-03B6-BFD932E18DA8
31-33	110	1980	0	0	0	0	0	0100000US	F7B76296-3D24-5CFE-573C-EC84B529A738
31-33	60	1981	0	0	0	0	0	0100000US	12265568-82D4-7EC6-9B21-9C4F96F48BFA
311211	70	1981	0	0	0	0	0	0100000US	50E1F22C-7B55-66D1-2DC9-8EB297AF5E96
31-33	80	1981	0	0	0	0	0	0100000US	89027FCE-3433-1799-29A0-9979C83C3A8F
31-33	90	1981	0	0	0	0	0	0100000US	277F4F0A-2F0D-3569-6127-6D09AB9B70B4
321920	100	1981	0	0	0	0	0	0100000US	8B880621-8485-6FDE-4876-891E39554359
31-33	110	1981	0	0	0	0	0	0100000US	D06FA369-A414-1BAE-7CF6-E37C3CEFA39F
324121	70	1982	0	0	0	0	0	0100000US	8C5F86C6-8159-41AE-3FA4-4B68A01D2348
31-33	80	1982	0	0	0	0	0	0100000US	F1601A08-9D56-9608-442C-6BEA30219003
311520	90	1982	0	0	0	0	0	0100000US	FE6CA061-8235-32A7-7D7D-3BFF97D6906B
31-33	100	1982	0	0	0	0	0	0100000US	C7250E3D-8118-6E36-74C8-1654CCD136A7
315220	110	1982	0	0	0	0	0	0100000US	338ABADF-8132-191D-3226-D89ADE6A28E5
31-33	80	1983	0	0	0	0	0	0100000US	E3EF258A-9376-8872-48C4-25D069746D91
31-33	90	1983	0	0	0	0	0	0100000US	D04EB98A-89F2-8240-2A27-AC87046084E1
315240	100	1983	0	0	0	0	0	0100000US	B9200997-2171-0C8E-5BBF-BED901A693BE
316998	110	1983	0	0	0	0	0	0100000US	F87E40B7-4EF3-29B1-6AAC-FD5345BD7552
327320	80	1984	0	0	0	0	0	0100000US	D677EF79-36A6-407E-2632-83CF80E156BD
327320	90	1984	0	0	0	0	0	0100000US	819BDAD3-9E52-39F0-59F0-995317627897
31-33	100	1984	0	0	0	0	0	0100000US	ECF0B655-74E4-86E5-2DB9-93099DD90A51
31-33	110	1984	0	0	0	0	0	0100000US	1D397B45-9984-554E-4889-0343F7A408A7
326291	80	1985	0	0	0	0	0	0100000US	0C821344-4941-4751-00E9-E0C31243106C
31-33	90	1985	0	0	0	0	0	0100000US	D42D419C-860C-5208-A27E-E737435CA532
331420	100	1985	0	0	0	0	0	0100000US	8812DEB5-7878-750B-8BEF-8485C6AF1185
31-33	110	1985	0	0	0	0	0	0100000US	2E4EB561-0788-9F20-1580-3B1B28CF4A59
31-33	80	1986	0	0	0	0	0	0100000US	292D57ED-49EA-9917-38D5-CFCE2089642F
311211	90	1986	0	0	0	0	0	0100000US	A35FB60E-1ACD-973E-11DD-B601FCBC6C76
31-33	100	1986	0	0	0	0	0	0100000US	A785D074-810A-409E-0800-C5B49B4A9C95
31-33	110	1986	0	0	0	0	0	0100000US	61F9A113-0642-00C9-A44A-F0D1EACE4043
321920	80	1987	0	0	0	0	0	0100000US	A7584ABA-52F4-3529-37C2-A652025A8F1B
31-33	90	1987	0	0	0	0	0	0100000US	0C532BEC-910A-8C64-9F5F-95F3943D4530
324121	100	1987	0	0	0	0	0	0100000US	C93960DA-76E8-30A0-5D93-7295ECE08F3E
31-33	110	1987	0	0	0	0	0	0100000US	D99D5104-1C84-6DE2-10EF-66D3A2737B52
311520	90	1988	0	0	0	0	0	0100000US	E1763458-655F-3F0E-9383-EE7E58105BCA
31-33	100	1988	0	0	0	0	0	0100000US	C9FD7339-22E5-3DC5-946C-91C6B52C1BA5
315220	110	1988	0	0	0	0	0	0100000US	173AF4EB-48E4-812B-0FE8-E7B5DE6312AE
31-33	90	1989	0	0	0	0	0	0100000US	0328FD5A-6F8C-859F-01EE-1FF3CA1B039D
31-33	100	1989	0	0	0	0	0	0100000US	9B919952-5042-483E-0ECB-FB5CF9F0A564
315240	110	1989	0	0	0	0	0	0100000US	7BD4213F-127B-45C2-4A6E-EAD266249D09
316998	90	1990	0	0	0	0	0	0100000US	27394D81-A1A0-3BF6-11D5-127E71692FF5
327320	100	1990	0	0	0	0	0	0100000US	4F91292A-18F6-268E-2DC7-FC224E4106AA
327320	110	1990	0	0	0	0	0	0100000US	55B80CB7-1526-18F3-30E4-F16FCB31368F
31-33	90	1991	0	0	0	0	0	0100000US	0E7410F3-8F0A-42DF-92CF-F8F3880985FC
31-33	100	1991	0	0	0	0	0	0100000US	D3D8E3E2-451A-1646-3D16-516D0955378A
326291	110	1991	0	0	0	0	0	0100000US	7DB1C50A-3C7D-6258-41F4-D5AF8C8C26E6
31-33	90	1992	0	0	0	0	0	0100000US	8842B890-80FE-9160-00ED-67E1771C6AFD
331420	100	1992	0	0	0	0	0	0100000US	2A0D04C9-4DF2-5409-A798-8237FF981479
31-33	110	1992	0	0	0	0	0	0100000US	EBE26239-88B5-6879-2BBE-861A83BB4EE8
31-33	100	1993	0	0	0	0	0	0100000US	EA73FD98-3BFF-2E15-6965-9313336F2F61
311211	110	1993	0	0	0	0	0	0100000US	2282AA47-11EA-3A29-A678-72EF0A0C1D84
31-33	100	1994	0	0	0	0	0	0100000US	520F2CCB-3ACB-4DB6-376B-B13B6C7A3AD7
31-33	110	1994	0	0	0	0	0	0100000US	CAC269E4-1B38-7815-89BF-40317A5720F9
321920	100	1995	0	0	0	0	0	0100000US	8BE4831F-8DF4-2C6D-3D84-48C4A1D33303
31-33	110	1995	0	0	0	0	0	0100000US	E08D200B-79E7-9FB3-9086-FAD6F29D7DCD
324121	100	1996	0	0	0	0	0	0100000US	38AAA65F-0CD4-778C-8874-461C15716AD3
31-33	110	1996	0	0	0	0	0	0100000US	AA054399-987D-67C7-96D8-50FE12AE069A
311520	100	1997	0	0	0	0	0	0100000US	F0B2C137-61B0-25A7-0EA0-5C07166864ED
31-33	110	1997	0	0	0	0	0	0100000US	EC82DC9B-3E02-A13F-6CEA-B3A91D080A87
315220	110	1998	0	0	0	0	0	0100000US	CC79D368-221C-3DD7-3B86-AD6B24C53C5B
31-33	110	1999	0	0	0	0	0	0100000US	7000B5F9-3C08-514D-9767-C219E19297C4
31-33	110	2000	0	0	0	0	0	0100000US	F345EF58-4800-63B4-378C-AE86AA180F8A
315240	110	2001	0	0	0	0	0	0100000US	B610E93A-6254-3F27-90E9-B6B902223A46
316998	110	2002	0	0	0	0	0	0100000US	B4D2A2AE-2A69-1E85-7CF8-E6040B7E10ED
327320	1	1978	262447	309140	18118738	34851	28289	0100000US	2610B827-A584-7AAC-5A1B-25C3AC8156EA
327320	10	1978	29792	31122	529706	31122	0	0100000US	C549A647-47CC-3D16-6D66-2C238C04A453
31-33	20	1978	24221	26244	707947	0	7227	0100000US	1C5A713A-465A-206D-9639-22A5777920D9
31-33	150	1978	212577	251774	16881085	3729	21062	0100000US	44336922-87D4-7D2F-5907-00D998E8971A
326291	1	1979	255685	302989	18901965	31115	33510	0100000US	C5AA0000-83BD-9237-7ED6-2B0DD84F87FE
31-33	10	1979	25378	26762	514434	26762	0	0100000US	D9341EF5-483C-35D3-849A-9C0A443812D9
331420	20	1979	21941	23082	560436	0	7932	0100000US	9FBE6531-3412-A07D-938F-8BA3B37254BA
31-33	30	1979	20309	22112	723763	744	4640	0100000US	791BCB62-3E49-67FD-A253-8BF96F49A20C
31-33	150	1979	193856	231033	17103332	3609	20938	0100000US	CE9A8A22-55CF-5609-729A-BCB4359F17F8
311211	1	1980	255012	303608	18745186	31566	30687	0100000US	E843B848-93F5-3CAD-961C-61DDB0E322E2
31-33	10	1980	25937	27369	568271	27369	0	0100000US	991DE2F9-3C24-4348-50F0-3ACB528A6689
31-33	20	1980	19240	20430	502320	0	6386	0100000US	ECF8D888-7971-0A26-22A2-ABE055A07F8C
321920	30	1980	18523	19539	529783	687	4280	0100000US	A1B87D61-5A15-3CB7-52C2-96D4EC9E4B97
31-33	40	1980	17856	19489	689495	604	3235	0100000US	9A68DFF2-0D28-89D1-7DE8-8F7BD5F31E8C
324121	150	1980	180733	216781	16455317	2906	16786	0100000US	12E924E2-198F-0919-0C9F-B739A9836BA9
31-33	1	1981	270724	319525	18217604	40425	25442	0100000US	1CC8372F-4D4D-3251-3DDB-00CEC4DA15D1
311520	10	1981	29603	31078	626500	31078	0	0100000US	D2E42EDC-8840-5627-8233-4AB897E87989
31-33	20	1981	20860	22110	571237	0	5267	0100000US	46D3E3C0-6D83-7C88-A186-88D40FF853B2
315220	30	1981	17626	18656	477791	1064	3090	0100000US	59AF005E-7B83-4FD2-310B-A41C36FB83B0
31-33	40	1981	18227	19113	507369	1863	2467	0100000US	A00C1B74-0A14-0423-1B3B-4BD93B4C0F1F
31-33	50	1981	17036	18459	652877	977	2157	0100000US	A7077165-7F64-7525-9D96-9E2BAB0C9CC8
315240	150	1981	176113	210109	15381830	5443	12461	0100000US	8DC491E0-87C2-5F87-7724-6EB40D09373E
316998	1	1982	271895	320897	17478675	30855	30404	0100000US	A40D6165-0B5F-329C-5BCC-8B614F88180D
327320	10	1982	24924	26177	572388	26177	0	0100000US	AEAABD20-4F16-82CD-1F5A-C121B1692DFB
327320	20	1982	23709	25014	629553	0	6153	0100000US	3A90B412-351E-A0A5-4103-EF6B64AE86B8
31-33	30	1982	18341	19459	537226	837	3493	0100000US	ADB1F2BA-929E-9814-A5A3-2017C56583E7
31-33	40	1982	15723	16614	448381	618	2628	0100000US	372192F1-03CA-79E7-599B-E396E2DE41E2
326291	50	1982	16488	17281	470465	509	2330	0100000US	9B42811E-5BD5-0344-881F-CEA480577E9B
31-33	60	1982	15741	17040	612218	493	2196	0100000US	80E1E45A-84D4-5460-80D5-8FEB026A4B85
331420	150	1982	167235	199312	14208444	2221	13604	0100000US	F4C9DFC1-8318-5884-5B2B-AE50BCDF4F94
31-33	1	1983	272876	320871	16278683	30365	30275	0100000US	F5A15FE1-035E-5B3E-821C-E49E22453575
31-33	10	1983	25293	26451	478813	26451	0	0100000US	F2A35962-8486-A680-96F4-F7F45D1E5EAE
311211	20	1983	19702	20787	527433	0	5366	0100000US	87F190BC-7EF2-202F-45DF-357ACFCB5CE5
31-33	30	1983	20540	21708	578408	565	3862	0100000US	FEAFB36A-61E6-305E-4B91-AA20DF78309A
31-33	40	1983	16117	17098	489945	451	2785	0100000US	2F2BFB16-A2BD-8A5C-4947-1E3E24CA1FD7
321920	50	1983	14163	14933	401813	384	2069	0100000US	67161420-61A5-77AF-7DEE-348F57B464C3
31-33	60	1983	15034	15743	441141	377	1916	0100000US	C1FF55D5-03BA-0899-2FFE-58BF3C979778
324121	70	1983	14477	15624	536079	358	1772	0100000US	19EE763A-225A-6A7B-7122-0B56D291763D
31-33	150	1983	158757	188527	12825051	1779	12505	0100000US	BF239499-0B45-5E99-5BC0-9E3941404C9C
311520	1	1984	274067	321880	17380723	30331	28916	0100000US	9424C434-488E-5E8A-76E2-688BBB5391CC
31-33	10	1984	24885	26315	555621	26315	0	0100000US	DCD36B0D-1663-A4A9-2516-FABDEE6E4081
315220	20	1984	19924	20897	492000	0	5326	0100000US	08F01253-03E0-3F45-83A6-B493BB6961C5
31-33	30	1984	17013	17973	551127	526	3352	0100000US	483CA107-2500-94E5-4AA1-25DF5A234029
31-33	40	1984	18424	19461	620551	453	2683	0100000US	FDF53595-3DDA-7A08-5BD5-9D2EC20C6665
315240	50	1984	14653	15505	513220	402	1996	0100000US	9E039308-85BA-9D3F-3170-10369AF303EE
316998	60	1984	12987	13693	424068	319	1534	0100000US	3AB0194A-2013-573E-0C0C-F6C259478C9A
327320	70	1984	26971	29032	1023191	678	2960	0100000US	801A6CA6-27A7-1576-5688-689E8EF20BCB
327320	150	1984	151010	179004	13200945	1638	11065	0100000US	FFE4FE8C-0DE8-31BB-6CA0-487264197824
31-33	1	1985	282402	329831	17440468	39765	31389	0100000US	70E74391-7986-0A50-4C38-27321FD926ED
31-33	10	1985	33652	35369	735652	35369	0	0100000US	071F18FF-6C6C-4C5C-2C81-E585DD808BED
326291	20	1985	19808	21045	537693	0	5326	0100000US	2D689F55-8F17-A785-06E4-90D5FBF51D08
31-33	30	1985	17134	17993	470036	559	3475	0100000US	247C7305-A1C9-4B6F-52EA-46A408C448DD
331420	40	1985	15129	15989	530536	474	2457	0100000US	57F52A78-52C8-87BF-1EE8-A711E76408E1
31-33	50	1985	16822	17765	606329	481	2157	0100000US	88069F52-3B57-66B5-8B14-64272E32A2DD
31-33	60	1985	13431	14187	500595	375	1702	0100000US	616EC592-474B-5399-4ED0-60B2B34B70F7
311211	70	1985	36531	39485	1394853	995	4183	0100000US	E5EF5054-735E-2CBB-9457-50F14CEB9534
31-33	150	1985	141985	167998	12664774	1512	12089	0100000US	B1D04D03-70C5-6D6B-676A-51D906729DC5
31-33	1	1986	281621	328891	16991715	34124	33439	0100000US	09D15493-90AD-5DD4-27A3-0CE1D4423136
321920	10	1986	28849	30422	678226	30422	0	0100000US	978CC56B-1784-245C-942A-B7DA4765551B
31-33	20	1986	25699	27183	703752	0	7982	0100000US	CE2AE5AC-6378-8E71-7986-7545574422AF
324121	30	1986	17175	18289	524129	525	3329	0100000US	8CBB0931-3850-7AAD-8F09-93156FD222A6
31-33	40	1986	15082	15839	439562	409	2472	0100000US	BFBD3E62-11CC-88E7-75C0-7BFC21F245A6
311520	50	1986	13488	14255	481567	315	1939	0100000US	6050AB91-07F4-5EEE-9F5A-D11084106FCA
31-33	60	1986	15260	16080	564360	319	1924	0100000US	CF83D74E-4B40-6E8D-3474-8C673F5A6A71
315220	70	1986	45265	49274	1788539	913	5101	0100000US	DD3DFA8C-A693-60FC-5FA7-089B12C3939C
31-33	150	1986	133279	157549	11811580	1221	10692	0100000US	A263E7D8-8564-8E71-261D-3B5AB5445EBC
31-33	1	1987	282101	328603	16628758	34938	34439	0100000US	30279AF8-3667-2C27-74D6-18453D094BF2
315240	10	1987	29101	30401	572324	30401	0	0100000US	E4D2A644-2209-12CE-7222-6E36DBD6A7AB
316998	20	1987	22842	24133	658590	0	6462	0100000US	375B9D7E-75F6-619D-2E06-A708808A910A
327320	30	1987	22368	23649	649587	831	4389	0100000US	298F066C-A6A8-8B1B-22B9-67CAA4E221DC
327320	40	1987	15265	16261	498994	518	2497	0100000US	E68B4F90-232D-355A-3D5D-7BA92246444D
31-33	50	1987	13427	14098	415158	342	2044	0100000US	6EF00D67-36C4-52B3-5302-0C57EF6A5150
31-33	60	1987	12262	12936	463021	314	1643	0100000US	51EA1421-6D9F-563C-026E-58FE666911D4
326291	70	1987	55249	60307	2256877	1233	6332	0100000US	37E395CA-34B5-427A-109E-C329698883AC
31-33	150	1987	124594	146818	11114207	1299	11072	0100000US	BE2F7101-6E0A-457B-9737-99F066EC7D4F
331420	1	1988	288204	335732	17128298	36593	31286	0100000US	AE52025A-3CA7-65A7-56D0-4E4D44440F3E
31-33	10	1988	29731	31893	738248	31893	0	0100000US	46D36258-7BF5-011F-88BD-861AD1084A4A
31-33	20	1988	22963	24090	571285	0	6364	0100000US	9431B0AF-991A-1B24-8EF9-2746CF706B05
311211	30	1988	20856	22073	716206	781	3872	0100000US	A0FEA0A0-728E-7145-5F98-75A4257D191E
31-33	40	1988	19943	21128	651923	595	3153	0100000US	601BFFB3-86A8-2C4A-6189-9914BAE92E17
31-33	50	1988	13799	14707	487561	350	1946	0100000US	D84BB638-3007-6D64-5D11-939C55DC36F2
321920	60	1988	12424	13042	416890	329	1486	0100000US	5FA59C58-346C-320A-4F1A-4A22A9EE2CE1
31-33	70	1988	53211	57757	2228293	1190	5287	0100000US	CDC2B45C-4A8E-03BD-287D-3DAEA0FA338A
324121	80	1988	10257	10932	468624	184	837	0100000US	5DC0068D-7417-9258-55CE-09DA762149E3
31-33	150	1988	119221	140110	10849268	1271	8341	0100000US	DB0B72C7-1668-196B-7C50-8B32B07657BC
311520	1	1989	291626	339124	17352837	35276	31821	0100000US	D0EE23D8-5650-A5B1-431B-87EF80C508DD
31-33	10	1989	29580	31000	609630	31000	0	0100000US	596084DC-6C7A-1DD7-5DC4-539DDD2640FB
315220	20	1989	24002	25828	743283	0	6118	0100000US	A0CC3EC6-30A8-6860-81E7-6C756D179C77
31-33	30	1989	19946	20974	573757	552	3719	0100000US	D2FF02B0-671E-5AB6-13D9-56E70F493F29
31-33	40	1989	18664	19753	709108	529	2867	0100000US	5A6B828F-0D0E-00BB-915D-230D60435651
315240	50	1989	18094	19181	631562	466	2411	0100000US	0F7B4E40-5305-90A8-70AA-2725431A25C3
316998	60	1989	12543	13359	480972	291	1667	0100000US	C01D15CC-872A-21B8-7E1F-649FC9AC6CD6
327320	70	1989	51385	55696	2212877	1009	5282	0100000US	F0E6E2CD-6A6B-933E-428A-EA649EE50C0E
327320	80	1989	19273	20538	862465	361	1580	0100000US	77191F6E-9CE5-98ED-2066-3A94A6F29A03
31-33	150	1989	113055	132795	10529183	1068	8177	0100000US	3E5AA5CD-A735-33B6-6F3C-5A1C2D5D4FE1
31-33	1	1990	293873	341704	17081635	33808	30900	0100000US	CA10628E-17B9-60E0-2884-E3435987363A
326291	10	1990	28180	29426	500173	29426	0	0100000US	8B3064EB-5E2B-3990-388C-632397F069C8
31-33	20	1990	23748	25001	601457	0	5943	0100000US	4BC5080C-1590-913F-26A5-B852866894A4
331420	30	1990	20877	22546	703756	617	3935	0100000US	0488D2A8-0389-2D54-6790-010984FA2391
31-33	40	1990	17806	18770	557428	529	2729	0100000US	46715389-2218-1C44-6A4B-E9A1BF4AA758
31-33	50	1990	16966	17964	676586	423	2200	0100000US	EF0F4CC2-899B-0395-0A06-5046F2105E22
311211	60	1990	16484	17493	613137	373	2053	0100000US	7A1BD755-8EEE-5539-A1A1-015451620F20
31-33	70	1990	51371	55802	2209750	1088	4951	0100000US	93D4142F-6658-891E-1259-825E093A4C4E
31-33	80	1990	26222	28176	1178011	394	2100	0100000US	5E17E2BF-6008-07D0-2FFE-9B62BC9F3C10
321920	150	1990	107688	126526	10041337	958	6989	0100000US	E82B0C97-02FB-1575-521D-9A9CC516828C
31-33	1	1991	294523	341921	16099387	29948	33860	0100000US	BAE20AE3-14B2-2676-8173-C187CFF59183
324121	10	1991	24830	25891	422275	25891	0	0100000US	24556D5A-88D7-2F57-9A5B-28EE1E9C476A
31-33	20	1991	21308	22377	481313	0	5966	0100000US	59DF45B0-80E3-37F0-3C21-813AB12D6575
311520	30	1991	19743	20872	544395	535	3932	0100000US	98504B67-23E8-1743-9CF2-C405F74597A4
31-33	40	1991	18223	19689	635846	462	3125	0100000US	45376531-8FF1-9703-8BDA-1B8FF6B041EA
315220	50	1991	16313	17190	506043	416	2343	0100000US	76CD8594-82EA-1BE6-886D-3CF1F6840796
